RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
22360,55148878,Johnson,820,France,Female,41,8,117273.27,4,1,1,179073.45,1
22361,23921230,Bearce,497,India,Male,42,9,177718.12,2,0,1,241221.54,1
22362,25590521,Garcia,831,America,Male,87,4,136660.86,3,0,0,79930.52,0
22363,42199970,Hao,617,France,Male,82,8,25289.56,4,0,1,127433.68,1
22364,68020675,Garcia,566,Germany,Female,61,7,162937.34,3,0,1,55263.91,1
22365,82079682,Lorenzo,658,Spain,Male,85,10,143837.32,3,1,0,136552.57,0
22366,94806510,Mosman,710,China,Male,75,10,20968.36,1,0,1,229554.01,0
22367,68081950,Moore,833,America,Female,66,9,102052.29,4,1,1,69934.69,0
22368,45192159,Scott,598,India,Male,42,0,173836.03,4,1,0,235735.47,0
22369,27099911,Taylor,415,France,Male,65,7,57297.29,2,1,1,35273.24,0
22370,25421858,Bianchi,487,India,Male,70,10,134920.02,1,1,0,42890.07,1
22371,24938705,Romeo,341,France,Female,47,4,44140.88,2,0,1,226011.68,0
22372,17386186,McDonald,538,Austrelia,Male,37,0,186067.22,2,0,1,7321.62,0
22373,64050400,Osborne,595,America,Male,59,2,92543.62,1,0,0,52635.84,1
22374,62641168,Wilson,782,USA,Female,36,10,5611.97,1,1,0,80758.61,1
22375,16838828,Lorenzo,695,Germany,Female,53,8,47612.67,4,0,0,58160.04,1
22376,73485801,Clarke,741,China,Male,31,4,137884.24,1,1,1,349.95,1
22377,55459833,Clarke,396,Germany,Female,89,7,207675.63,4,1,0,218451.38,0
22378,33103456,Johnson,461,China,Male,45,6,141692.3,3,0,1,199114.34,1
22379,52385091,Lorenzo,384,Austrelia,Male,25,1,123577.86,2,0,1,12253.97,0
22380,59022016,Bianchi,375,America,Male,90,5,56184.31,3,1,1,115270.22,0
22381,52537604,Jones,371,America,Male,44,7,246174.35,2,0,1,104668.77,1
22382,76042022,Maclean,496,China,Female,89,0,128350.06,2,1,1,218572.01,0
22383,95736841,Kay,605,France,Male,72,3,209897.81,2,1,0,142931.01,1
22384,29072964,Rodriguez,809,Germany,Male,78,5,50417.38,1,1,1,177067.63,0
22385,34790390,Thomas,352,USA,Female,38,4,241984.4,2,0,1,210132.05,1
22386,55469047,Muldrow,846,Austrelia,Male,26,10,164844.67,2,1,0,160259.1,1
22387,71039066,Gerasimov,480,China,Female,41,10,81473.46,1,1,1,8087.71,0
22388,51550347,Tyler,450,Germany,Female,64,2,140314.77,3,0,0,165733.25,0
22389,82562434,Bearce,610,India,Male,84,4,122956.1,4,1,0,41773.44,1
22390,97147574,Odinakachukwu,816,Spain,Male,82,3,114251.69,4,1,1,235637.35,1
22391,47016760,Garcia,364,Austrelia,Male,30,5,94770.89,1,1,1,170589.55,0
22392,40042125,Rodriguez,655,India,Female,37,0,190659.78,4,1,1,230917.68,1
22393,47346229,McDonald,497,China,Female,71,5,85481.98,4,0,0,73564.27,0
22394,40209431,Lavine,659,USA,Female,64,2,191866.02,1,0,0,201822.69,0
22395,91464588,Garcia,602,China,Female,69,2,172578.88,2,1,0,56471.81,1
22396,35536536,Henderson,595,France,Male,44,4,192601.9,4,1,0,176929.41,0
22397,71640541,Muldrow,394,India,Female,72,7,242568.85,4,1,0,122740.78,0
22398,42618436,Kay,733,Spain,Female,86,7,168519.48,3,1,0,42087.84,0
22399,16914042,Onio,347,France,Female,57,1,122043.11,2,1,1,97658.36,1
22400,66353560,Romeo,342,Spain,Female,42,6,231956.84,1,0,1,71759.1,0
22401,83767490,Nehi,487,Spain,Male,50,6,17187.98,4,0,0,239298.43,0
22402,78238245,He,825,France,Male,24,9,247206.02,2,1,1,66051.49,0
22403,88230159,Tyler,430,China,Female,73,3,51096.7,2,0,1,17736.46,1
22404,94916015,Wilson,817,China,Male,80,4,244898.62,1,0,1,220294.97,1
22405,84777248,Odinakachukwu,766,USA,Male,51,5,245700.88,1,0,1,193038.5,1
22406,71827168,Hargrave,507,France,Male,29,6,241918.58,2,1,1,63809.49,0
22407,82210641,Sanderson,355,Austrelia,Male,85,7,24264.41,4,0,1,80259.57,0
22408,48289147,Tyler,381,Spain,Female,54,0,63851.67,4,1,0,90802.72,0
22409,31581602,Gonzalez,389,Spain,Male,56,8,65391.61,4,1,0,104398.38,0
22410,54817940,Jones,609,Austrelia,Female,22,3,163135.25,2,0,0,4381.77,1
22411,59731303,Kay,574,India,Female,69,10,80596.55,1,0,1,216801.96,0
22412,39148418,Yen,401,India,Female,58,9,58537.46,1,0,0,2500.42,1
22413,19844544,Cameron,604,America,Male,22,4,76865.9,3,0,1,123074.51,1
22414,84010482,Williams,531,China,Male,37,5,157209.43,3,1,1,83878.17,1
22415,70662442,Bartlett,449,China,Female,76,2,73444.31,2,0,0,97248.4,0
22416,71356805,Kay,746,Germany,Male,67,6,229148.39,3,1,0,49157.87,1
22417,19196704,Maclean,720,Spain,Female,65,7,146845.38,2,1,1,46876.7,1
22418,85083628,Bianchi,437,Austrelia,Male,35,2,249088.6,3,0,0,37832.38,1
22419,65959965,Chu,766,USA,Male,45,7,18080.01,2,0,1,144487.48,1
22420,82549325,Thomas,713,India,Male,65,1,199200.78,4,1,0,113790.11,1
22421,19667742,Tyler,809,America,Female,44,10,45392.85,3,0,0,102447.26,0
22422,38338687,Muldrow,583,Germany,Male,38,1,93253.64,1,1,1,1651.65,0
22423,65381663,Lavine,307,Spain,Male,22,4,165990.67,4,1,0,87180.79,1
22424,33732122,Hsiao,348,France,Female,46,4,200753.41,1,1,1,96218.79,0
22425,60999405,Hao,747,Spain,Female,57,0,247614.2,4,0,0,126678,0
22426,86906637,Obinna,375,France,Male,84,7,200691.73,1,1,1,4964.35,1
22427,72246384,Lorenzo,495,China,Female,44,2,149177.49,3,0,1,175765.73,1
22428,71843441,Martinez,671,Germany,Female,59,5,175189.67,1,0,0,54842.81,0
22429,21300544,Davis,770,Spain,Female,35,4,181075.69,4,0,0,190019.39,1
22430,61343301,Azikiwe,763,USA,Female,23,8,196778.72,2,1,1,8684.63,1
22431,66436862,Thomas,705,Austrelia,Male,34,3,18030.23,1,0,0,213533.78,1
22432,40908850,Cameron,510,Austrelia,Male,48,4,134594.32,3,1,0,202950.71,0
22433,33008625,Onio,576,China,Male,30,1,232477.31,2,1,1,92373.61,1
22434,55775601,Boni,530,Spain,Female,88,3,151590.22,1,1,1,233424.15,0
22435,21986022,Bartlett,754,Spain,Female,34,8,189157.61,4,0,1,99747.07,1
22436,60255229,Obinna,459,America,Female,53,6,243927.35,4,1,1,9462.88,0
22437,55406196,Henderson,492,Austrelia,Male,67,9,80005.8,4,1,0,154647.67,0
22438,95930249,Garcia,501,China,Male,75,3,179919.39,1,0,0,127899.92,1
22439,87895462,Smith,673,USA,Female,21,2,78203.89,1,0,0,152412.6,1
22440,41796324,Bearce,818,America,Male,20,4,57084.73,1,1,0,54542.13,1
22441,66085827,Moore,362,America,Male,41,5,29807.38,1,0,0,57519.51,1
22442,25505361,Thomas,357,America,Male,61,6,187485.95,3,0,1,80814.82,0
22443,83541302,Cameron,466,Germany,Female,40,4,203193.28,3,1,0,116178.36,1
22444,46930910,Brown,608,Austrelia,Female,74,9,10231.1,3,0,1,180403.39,1
22445,97175084,Taylor,673,Austrelia,Female,62,7,115554.86,4,1,1,117459.88,0
22446,62665857,Onio,508,Spain,Male,86,10,8443.22,1,1,0,110197.3,0
22447,27752952,Thomas,470,Austrelia,Female,19,7,219102.35,3,0,1,15712.91,1
22448,31281527,Clarke,352,USA,Female,52,0,190520.74,2,1,1,112421.34,1
22449,92717740,Azikiwe,450,Spain,Female,31,4,247866.85,2,0,0,239394.11,0
22450,41029298,Onio,840,America,Female,56,6,137919.11,1,1,1,146822.07,1
22451,68133850,Obinna,539,USA,Female,53,7,247268.19,4,0,0,207258.08,1
22452,56237165,Williams,506,America,Male,78,2,62866.16,4,1,1,220211.43,0
22453,52400502,Obinna,651,Austrelia,Male,38,0,168570.18,2,1,0,235879.5,0
22454,22003735,Boni,492,India,Female,30,1,112342.38,2,0,1,27028.87,1
22455,71964802,Jackson,774,China,Female,78,3,219357.06,1,0,0,187803.13,0
22456,86024757,Wilson,330,France,Male,60,8,226989.49,4,0,1,167768.95,1
22457,85942302,Muldrow,570,France,Male,85,6,51950,1,1,1,73042.32,1
22458,37627827,Jones,380,USA,Female,67,5,124673.3,1,1,0,212766.3,1
22459,98371750,Brown,711,Germany,Male,42,4,143489.36,2,1,0,198472.81,0
22460,59585340,Taylor,454,India,Male,58,1,243533.81,1,1,1,22107.37,1
22461,72854294,Dellucci,319,China,Male,21,5,237422,1,1,1,77502.73,0
22462,26662762,Brown,623,Austrelia,Female,25,1,76194.55,4,0,0,240551.2,1
22463,73959011,Jackson,837,Germany,Female,81,1,99929.26,2,0,1,226267.41,1
22464,93095557,Rodriguez,369,Germany,Female,87,7,192758.76,2,0,0,35997.19,0
22465,91950384,Brown,301,India,Male,40,0,36640.88,3,1,0,221143.84,0
22466,48278325,Osborne,699,Germany,Female,44,7,190526.46,2,1,1,7959.71,0
22467,19290407,Dellucci,731,Spain,Male,61,2,234429.27,3,1,1,34070.45,1
22468,86548874,Moore,513,France,Female,27,2,229173.04,1,0,1,233384.34,1
22469,40741691,Mitchell,701,China,Male,72,3,214597.69,1,0,1,2191.47,0
22470,69916197,Thomas,591,Spain,Female,90,8,63710.6,3,0,1,23885.92,1
22471,37943579,Moore,457,Austrelia,Male,18,10,224752.86,1,1,1,191890.13,1
22472,80828539,Martin,751,China,Male,30,0,15953.52,3,0,0,74589.18,1
22473,24640241,Hargrave,586,USA,Male,50,7,64525.77,3,0,0,146.67,1
22474,64632797,Scott,415,USA,Female,39,8,143307.89,3,0,0,151952.41,1
22475,38660170,Hao,777,USA,Male,53,6,199077.07,3,1,1,170979.77,1
22476,90821541,Watson,458,Germany,Male,30,10,58429.93,4,0,1,123533.08,1
22477,49615127,Lorenzo,580,India,Female,27,4,230496.66,3,0,1,91617.09,1
22478,31418013,Bearce,677,India,Female,78,7,166851.48,4,0,0,248069.56,0
22479,72513110,Mosman,601,USA,Male,69,8,167931.69,3,0,1,150124.74,1
22480,77465109,Jackson,741,USA,Male,76,4,194105.83,2,1,1,233332.29,0
22481,44543798,Hsiao,704,USA,Male,27,4,66674.21,3,0,1,189758.65,0
22482,74500353,Gerasimov,645,China,Male,76,2,224061.93,2,0,1,110067.95,1
22483,44621056,Lorenzo,677,Germany,Male,32,6,180838.57,3,1,1,68825.08,1
22484,29063025,Dellucci,740,Germany,Female,36,8,139874.81,1,0,1,8295.05,1
22485,41588527,Brown,755,Spain,Female,62,1,167220.28,1,1,0,121229.86,0
22486,21146178,Nehi,324,Spain,Female,24,6,147974.5,4,0,1,27900.13,0
22487,96849744,Mosman,315,France,Female,83,8,94323.02,3,1,1,176332.96,1
22488,26093728,Martin,658,India,Female,67,2,103649.7,4,0,0,105765.47,0
22489,30556178,Wilson,372,Germany,Female,21,8,120631.43,4,1,1,93603.4,1
22490,46994315,Smith,392,Austrelia,Male,86,6,190878.8,3,1,1,172330.06,0
22491,28970702,Hargrave,806,Spain,Female,26,2,118913.35,3,0,1,145073.01,1
22492,70934814,Mosman,615,America,Male,85,10,139769.25,2,0,1,182319.75,1
22493,69307974,Odinakachukwu,850,America,Male,42,9,42113.47,4,1,1,27534.55,1
22494,39441183,Armstrong,777,Austrelia,Male,42,4,57317.62,2,0,0,182520.79,0
22495,93472163,Lorenzo,785,Germany,Male,59,6,245608.71,1,0,0,101055.8,1
22496,92731773,Andrews,668,France,Female,24,8,143325.49,2,1,1,139198.66,0
22497,29400332,Thomas,633,France,Female,77,4,35168.78,3,1,1,8164.76,1
22498,72060662,Williams,467,France,Female,42,5,149319.37,1,0,1,59815.7,0
22499,26667438,Gerasimov,637,America,Male,55,8,104993.1,1,0,1,60750.93,1
22500,38905942,Mosman,615,France,Female,73,2,115798.94,2,0,0,206789.73,0
22501,87111414,Armstrong,531,Austrelia,Female,53,8,14264.09,4,0,1,17299.98,0
22502,98432469,Mitchell,539,France,Female,75,3,76558.23,2,0,0,133308.47,1
22503,55589996,He,448,Austrelia,Female,29,0,173440.67,4,1,0,72494.26,0
22504,82333681,Onio,832,Germany,Male,82,0,114459.31,2,1,0,57631.35,0
22505,33915899,Mosman,554,France,Male,82,7,219605.19,1,0,0,39552.44,0
22506,77397783,He,472,India,Male,35,7,163488.01,4,0,0,113976.87,1
22507,57398075,Dellucci,677,USA,Male,35,0,148317.18,2,0,1,69876.82,1
22508,49969457,Maggard,350,Germany,Female,36,3,76133.52,2,1,1,95314.62,0
22509,35378197,Azikiwe,751,Spain,Male,66,10,100205.91,1,1,1,134468.33,0
22510,53919770,Bianchi,344,USA,Male,25,10,28025.81,3,0,1,146469.38,0
22511,19917738,Jones,542,India,Male,59,6,118845.16,2,1,0,191777.97,0
22512,99678130,Anderson,516,Germany,Male,67,5,239636.9,3,1,1,102186.41,1
22513,75453435,Gerasimov,742,America,Female,25,5,8103.9,2,0,0,146348.23,0
22514,44125974,Hargrave,429,France,Male,44,9,120164.18,3,1,1,114842.14,0
22515,82871858,McDonald,688,USA,Male,60,3,89010.43,2,1,0,4113.29,1
22516,50071356,Dellucci,343,France,Male,18,7,204630.62,4,1,0,44719.89,1
22517,63332705,Lorenzo,751,India,Male,50,5,145888.12,3,0,1,150654.14,0
22518,26233453,Anderson,632,USA,Female,52,5,131214.07,2,0,1,172007.2,1
22519,70262720,Boni,515,China,Male,78,10,233067.22,2,0,0,215997.05,0
22520,70223396,Miller,613,Austrelia,Female,75,4,123817.4,3,0,1,226093.15,1
22521,49758087,Azikiwe,528,Austrelia,Male,35,0,144656.52,1,1,0,204435.85,0
22522,91108676,Rodriguez,591,America,Female,46,2,146548.32,4,0,1,82675.86,0
22523,44617645,Azikiwe,523,Germany,Female,35,5,57898.16,4,0,0,177576.68,0
22524,17655198,Lucciano,715,Spain,Female,64,10,175788.38,1,1,0,74987.9,1
22525,18487913,Miller,332,Spain,Male,83,8,35261.74,1,1,0,230705.88,0
22526,57537480,Gerasimov,565,China,Male,83,4,209174.47,4,1,0,232335.16,1
22527,16392960,Lopez,673,France,Male,66,10,152248.94,3,0,1,13451.12,0
22528,86389444,Henderson,798,France,Male,39,5,117507.91,3,0,1,154861.25,0
22529,49165897,Anderson,655,Germany,Male,26,2,10342.31,3,1,0,5360.64,1
22530,81216852,Henderson,407,India,Male,38,2,39946.01,1,0,1,180631.19,0
22531,86713210,Hernandez,618,Austrelia,Female,61,8,212807.54,3,1,0,209932.33,0
22532,71808859,Brown,832,India,Male,33,4,166770.22,4,0,1,139718.8,1
22533,30616991,Armstrong,652,Germany,Female,87,1,75215.31,3,0,0,69091.76,0
22534,51575012,Thomas,714,India,Male,78,8,13498.1,3,0,1,18836.74,0
22535,45361859,Odinakachukwu,477,Austrelia,Female,37,0,167031.3,2,0,0,218134.6,1
22536,25869762,Azikiwe,550,France,Male,59,2,229660.5,3,0,0,124389.92,1
22537,87634762,Hsiao,630,Austrelia,Female,30,9,20356.42,4,1,1,191170.97,0
22538,89037084,Taylor,322,America,Female,85,6,67398.99,1,1,0,115428.99,1
22539,74693074,Chu,417,India,Female,76,7,105512.23,3,1,0,69755.09,0
22540,58649201,Dellucci,804,USA,Female,38,3,80827.43,3,1,1,202653,0
22541,95874197,Gerasimov,362,USA,Female,31,8,235572.32,2,1,1,180286.25,1
22542,29994939,Bearce,619,India,Male,71,4,71686.65,1,0,0,73047.98,1
22543,38538184,Anderson,329,China,Male,59,3,247668.57,1,0,0,248115.63,0
22544,97637986,Hernandez,681,India,Male,37,9,189403.4,1,1,1,150623.96,1
22545,83780059,Garcia,779,Austrelia,Female,57,7,54793.22,2,1,0,127849.25,1
22546,96822506,Scott,484,France,Male,32,9,237079.53,2,1,0,84939.2,1
22547,63428185,Romeo,731,Austrelia,Female,24,2,179683.16,1,1,1,101256.16,0
22548,67136204,Watson,793,France,Female,80,4,103197.13,1,1,1,177229.07,0
22549,62209721,Thomas,808,Austrelia,Male,41,6,58279.11,2,0,0,175287.17,1
22550,73770277,Wilson,790,China,Male,36,4,179173.94,3,1,0,22645.77,1
22551,28339032,Young,490,China,Female,33,6,55076.62,3,1,1,238435.68,1
22552,79525922,Azikiwe,833,Austrelia,Male,37,6,81530.63,2,0,0,61320.86,0
22553,21318092,Scott,337,USA,Female,88,3,81551.2,3,1,1,56560.43,0
22554,73061525,Johnson,649,USA,Male,67,0,82607.23,2,0,1,43506.05,0
22555,80455929,Clements,501,America,Female,46,7,141791.77,1,1,1,32683.48,0
22556,67359172,Hill,385,China,Female,24,6,168597.34,4,0,1,131090.52,1
22557,54969149,Maggard,307,Austrelia,Female,34,10,247097.57,1,0,0,184277.01,0
22558,50021885,Mosman,597,India,Male,75,2,53312.55,1,0,0,98042.99,1
22559,94730518,McWilliams,759,Spain,Male,30,4,35958.12,4,0,1,82416.65,0
22560,97542617,Mosman,735,Austrelia,Male,53,3,10227.71,1,0,1,59357.59,0
22561,63351290,He,411,France,Female,63,1,81056.41,4,1,1,213371.03,1
22562,69165754,Cameron,684,China,Female,54,10,11993.25,2,1,1,88284.81,0
22563,58369111,Hill,767,India,Female,27,6,157675.42,4,0,1,55335.75,0
22564,73727557,Henderson,517,USA,Male,48,7,83240.03,1,1,1,245241.08,0
22565,88326948,Brown,495,India,Male,76,6,31399.38,1,0,1,146183.39,1
22566,41795920,Taylor,804,USA,Female,22,3,232846.16,2,0,1,205300.24,0
22567,63612097,McDonald,695,America,Female,68,10,196740.01,2,1,1,210218.56,0
22568,73821126,Kay,379,India,Female,80,3,68868.32,1,0,0,177883.94,1
22569,70290609,Rodriguez,530,Germany,Female,71,6,235022.6,4,1,1,134592.69,0
22570,42794508,Mitchell,490,Germany,Female,77,8,181993.09,4,1,1,189143.63,1
22571,63589530,Nehi,791,Spain,Male,67,5,117099.42,1,1,0,245222.25,0
22572,16073358,Sanderson,510,China,Female,59,4,101184.47,2,1,1,169197.09,0
22573,26145986,Lucciano,770,India,Male,31,1,80921.24,1,1,1,117273.73,1
22574,94374330,Gonzalez,584,Germany,Male,66,3,104935.48,1,0,0,137433.15,1
22575,53563649,Jones,745,China,Male,24,2,205022.53,4,0,0,67600.86,1
22576,69119014,Henderson,711,China,Female,65,6,120772.48,1,0,1,167928.02,1
22577,77375695,Anderson,797,USA,Male,51,4,201616.27,4,0,0,54122.57,0
22578,82715324,He,329,America,Male,75,3,112147.03,2,0,1,202115.09,1
22579,86623943,Bianchi,601,Spain,Female,88,0,14844.78,3,0,1,21471.12,0
22580,80724729,Garcia,425,Germany,Female,81,7,147742.02,1,0,0,125223.94,0
22581,80692241,Scott,781,Germany,Female,64,6,62485.24,2,1,0,158654.63,1
22582,90951299,Garcia,659,China,Male,79,9,188585.61,2,0,1,61355.5,0
22583,22003889,Clarke,614,Spain,Female,22,4,201503.14,1,1,0,113929.2,0
22584,89946030,Onio,717,China,Male,57,7,216738.66,1,0,1,46855.15,0
22585,51098484,Clarke,786,Spain,Female,87,4,62560.5,3,0,0,105320.76,0
22586,83974302,Dellucci,445,Germany,Female,29,3,233093.41,3,0,0,74875.51,1
22587,84946088,Thomas,468,America,Female,57,3,125218.62,3,1,0,199153.43,1
22588,16185175,Hill,607,Austrelia,Female,23,6,231404.67,1,0,1,196434.1,1
22589,24113570,Lopez,530,America,Female,80,10,93512.61,3,0,1,224170.96,0
22590,66043806,Cameron,839,Austrelia,Female,35,6,46287.99,2,0,0,132254.05,0
22591,24096222,Yen,750,Austrelia,Male,76,2,69392.6,1,0,0,49100,1
22592,30317454,Jones,545,Spain,Male,40,10,199057.2,4,1,0,179823.67,0
22593,25854610,Clements,417,America,Female,71,1,99806.76,2,0,1,87551.5,0
22594,30146579,Osborne,424,Spain,Male,31,6,180364.21,3,1,0,136831.24,1
22595,78230538,Wilson,577,India,Male,83,4,197605.68,1,0,0,91264.8,1
22596,57181567,Cameron,725,USA,Female,32,1,52811.87,2,0,1,220593.57,1
22597,38983951,Wilson,723,China,Male,85,9,63476.23,3,1,1,136759.67,1
22598,81295585,Armstrong,596,USA,Male,78,4,221565.68,4,0,1,9381.77,0
22599,27454811,Rodriguez,616,Spain,Male,68,3,132571.44,3,0,1,96470.1,0
22600,69637867,Azikiwe,753,America,Male,64,0,138625.12,2,1,0,89403.88,1
22601,75885465,Osborne,608,Austrelia,Male,45,5,246755.68,4,1,1,156777.23,0
22602,88302271,Goforth,585,Germany,Female,63,4,175486.17,2,1,1,233800.93,1
22603,82748458,Nehi,594,America,Female,50,9,62983.81,4,1,1,67547.56,1
22604,76413553,Bianchi,481,France,Male,87,7,64214.08,2,1,0,32276.2,1
22605,75162134,Henderson,663,China,Male,53,2,41169.76,1,0,0,180103.54,1
22606,23897214,Anderson,510,India,Male,30,7,209294.86,1,0,0,6111.96,0
22607,17216953,Kay,313,India,Female,58,10,81354.78,2,1,1,152752.84,1
22608,87300247,Bearce,560,India,Male,88,9,99739.99,2,0,1,52588.05,1
22609,30337231,Goforth,715,Germany,Female,64,7,2373.55,2,1,0,7304.82,0
22610,79989227,Yen,443,China,Female,69,7,171694.37,2,1,1,130339.04,0
22611,94098505,Hsiao,424,China,Female,18,0,100539.32,1,0,1,75214.82,1
22612,82890791,Hargrave,345,Spain,Female,71,5,176709.26,1,0,1,126808.34,1
22613,45498628,Moore,487,France,Male,59,1,142089.63,2,0,1,234270.01,0
22614,92570654,Tyler,330,Spain,Male,23,3,111610.09,4,1,1,74128.94,0
22615,87090381,Martinez,723,Germany,Male,65,0,123215.29,1,0,1,59553.31,0
22616,90694236,Onio,562,America,Female,48,0,139473.32,3,1,0,178539.65,1
22617,47520092,Brown,574,China,Male,33,8,202703.88,1,0,1,205107.66,0
22618,40527270,Clarke,789,America,Male,55,10,224336.04,2,0,1,174546.3,0
22619,47190601,Hsiao,709,China,Male,58,2,137166.18,4,0,0,171614.91,1
22620,32327641,Smith,489,USA,Female,35,9,140364.99,2,0,1,45878.11,1
22621,99574264,Cameron,411,France,Female,39,10,156514.81,4,0,1,56700.34,0
22622,22195390,Goforth,364,America,Female,72,6,123351.94,3,0,0,161745.75,0
22623,20132407,Moore,531,France,Male,38,5,89278,4,0,1,147091.08,1
22624,73402595,Rodriguez,799,France,Female,79,5,195764.67,3,1,0,101464.03,1
22625,25208266,Lorenzo,742,America,Male,20,5,62566.19,2,1,1,125587.13,0
22626,59692015,Hargrave,369,USA,Female,77,8,232420.77,3,1,0,220712.44,1
22627,47521713,Johnson,470,Germany,Male,65,9,203086.63,4,0,0,248714.82,0
22628,43294661,Kay,427,Spain,Female,23,6,137144.29,2,1,0,193179.79,0
22629,66735344,Gonzalez,394,Austrelia,Female,85,10,22363.39,1,0,1,228666.19,1
22630,22834883,Clarke,604,Spain,Female,52,5,171217.29,1,1,1,27659.02,0
22631,53972134,Azikiwe,534,Spain,Female,35,2,60111.92,2,0,0,98015.64,0
22632,25434104,Chin,603,China,Female,77,1,228957.53,3,1,1,228974.97,0
22633,63931600,Miller,596,USA,Female,61,2,201333.88,3,0,1,165586.07,0
22634,65305640,Hill,802,France,Male,87,5,175060.62,4,0,1,147142.61,0
22635,80454064,Hsiao,805,China,Male,20,7,13687.36,4,1,0,203537.07,0
22636,64645423,Goforth,517,USA,Male,47,10,70264.47,4,1,1,121970.88,0
22637,39186089,Taylor,395,America,Male,68,2,178464.76,4,0,1,34782.8,0
22638,89579524,Boni,763,USA,Male,48,2,30278.46,4,1,0,13026.31,1
22639,69530551,Nehi,796,France,Male,75,1,18561.38,4,0,1,2163.39,1
22640,40504330,Romeo,300,France,Female,64,6,93881.24,1,1,1,174911.03,1
22641,36894795,Davis,371,Austrelia,Male,85,10,191253.31,3,1,1,232941.78,0
22642,61202075,Clarke,803,America,Male,68,10,226399.12,2,0,1,188834.66,0
22643,56190243,Bartlett,353,France,Male,82,1,158240.57,3,1,1,15104.92,0
22644,66233302,Armstrong,560,France,Male,56,9,69749.08,2,0,1,110117.44,0
22645,52319013,Dellucci,790,Spain,Female,83,5,39046.03,1,0,1,240361.52,1
22646,47428525,Lorenzo,554,Austrelia,Male,90,5,100427.22,3,1,0,34158.7,0
22647,48474438,Tyler,352,Germany,Male,60,1,115358.59,2,1,0,83687.48,0
22648,81376093,Lavine,814,America,Male,32,9,162778.74,3,1,0,238942.67,0
22649,67764445,Anderson,701,USA,Female,33,10,52897.21,4,1,1,136506.94,1
22650,93903258,Mitchell,319,Germany,Male,48,5,121249.26,1,1,1,160533.94,0
22651,94813217,McDonald,663,France,Male,87,8,138314.76,2,0,1,86435.59,0
22652,93064946,McDonald,624,Germany,Female,62,9,208087.67,2,1,0,43382.53,1
22653,86958804,Mosman,668,Spain,Female,62,6,140705.67,4,0,1,140858.15,0
22654,96609723,Goforth,731,China,Male,46,4,176264.51,3,1,1,220237.71,1
22655,19268274,Anderson,412,India,Female,65,8,21528.58,4,1,0,120433.93,0
22656,89925513,Moore,447,China,Female,36,5,240074.09,2,1,0,121796.09,1
22657,57988408,Chu,399,USA,Male,65,1,97640.93,3,1,0,83737.13,0
22658,28685437,Lavine,318,America,Male,87,6,2633.57,3,0,1,199487.87,0
22659,43410305,Lavine,641,France,Female,26,6,95835.58,2,1,0,190049.24,0
22660,48763224,Bartlett,536,USA,Female,26,9,246309.59,4,0,1,163492.44,0
22661,63458070,Watson,583,Austrelia,Male,47,8,71696.27,3,1,0,75920.77,1
22662,77763413,Nehi,488,USA,Female,39,8,117206.04,1,1,1,34366.88,0
22663,90300296,Young,508,America,Male,22,1,185577.66,1,1,1,156883.28,0
22664,45996628,Boni,743,India,Male,44,2,23120.99,2,0,1,226094.96,0
22665,67272236,Azikiwe,387,India,Female,73,10,226023.43,4,0,0,9628.84,0
22666,53126529,McWilliams,685,Austrelia,Male,56,0,32647.12,1,1,1,210219.32,0
22667,62089300,Andrews,404,India,Male,62,0,5418.48,1,1,0,55503.14,0
22668,72696854,Obinna,661,USA,Female,24,1,208032.41,2,0,1,8884.63,0
22669,34552404,Martinez,783,USA,Male,21,4,181037.08,1,1,1,151552.8,1
22670,86948953,Young,511,USA,Male,55,8,88496.55,3,1,1,221069.71,0
22671,84465061,Chin,781,India,Male,75,1,38092.57,4,1,0,41900.94,0
22672,94441480,Watson,445,Austrelia,Male,90,5,93717.77,1,1,1,156712.1,1
22673,23955456,Obinna,554,India,Male,50,2,166107.23,3,0,0,16040.69,0
22674,70642927,Martinez,488,China,Female,55,10,21860.51,2,0,1,164801.72,0
22675,23876501,Chu,711,China,Female,79,7,99129.7,2,0,1,119570.91,1
22676,68104708,Young,574,America,Female,90,8,37496.92,4,1,1,137751.05,1
22677,51856480,Mosman,339,India,Male,75,0,163597.44,3,1,0,137818.17,0
22678,99723716,Chin,559,Austrelia,Female,52,9,26760.92,2,0,1,150082.44,0
22679,74205656,Bartlett,726,India,Male,49,7,142103.77,1,0,1,82057.04,0
22680,30736027,Martinez,738,USA,Male,25,3,26857.24,1,1,1,26663.87,1
22681,99868258,Hao,450,India,Female,38,1,193756.54,4,1,0,183013.59,0
22682,46945465,Gonzalez,578,India,Male,58,10,62381.84,2,0,0,149172.01,1
22683,41532485,Kay,455,USA,Male,36,0,164911.11,1,1,0,231460.89,1
22684,36684479,Muldrow,629,America,Male,50,8,10516.65,2,0,0,144726.1,1
22685,82453934,Lombardo,594,France,Female,73,10,97926.05,3,0,1,229252.36,1
22686,88990016,Onio,688,India,Male,27,1,40701.48,1,0,0,168567.16,0
22687,45621697,Bianchi,713,France,Male,55,9,21558.42,2,0,1,165214.31,0
22688,89677991,Moore,474,Austrelia,Male,61,7,113796.57,1,0,0,143069.67,1
22689,61687657,Cameron,464,China,Female,18,1,48213.41,2,0,1,223226.4,0
